"TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment","IncomePerCap"
4059,1921,2138,45.8,28.1,9.7,0.6,10.2,3.8,2399,14.2,18.6,26,16.4,23,17.2,17.3,72.8,14.4,9.3,0.8,1.1,1.6,34.4,1948,77.4,17.3,5.3,0,6.6,28412
2688,1360,1328,36,62.7,0.5,0,0,0,1592,17.7,30.8,34,9.6,30.5,12.9,13,85.4,6.5,0,0.9,0,7.2,33.1,1242,75,14.1,9.6,1.4,3.6,26175
4498,2344,2154,3.2,91.3,2,0.1,3.3,0,3639,5.2,2.6,28.5,17.6,22.6,9.2,22.1,86.9,8.6,0,0.7,0.9,2.9,21.8,2301,88.3,6.2,5.5,0,6.4,28946
1911,1001,910,40.2,59.3,0,0.5,0,0,1197,34.3,70,10.3,27.6,17.9,27.9,16.3,71.8,0,0,28.2,0,0,23.4,301,82.7,0,17.3,0,20.6,16283
3741,1800,1941,22.4,29.9,1.1,42.6,0.3,0,2627,22.3,24.4,18.6,23.3,32.5,19.2,6.4,78.4,19.7,0.8,0,0.4,0.7,20.2,1587,89.4,9.5,1.1,0,8.7,19392
7154,3250,3904,7.1,87.4,1.4,0,2.2,0,5139,5.6,8.4,57.9,9.8,22.8,3.6,6,86.5,3.6,0,0.4,1.7,7.8,19.6,3322,75.2,15.3,9.5,0,4.8,40684
2304,1282,1022,0,98.3,1,0.1,0.1,0,1861,8.4,3.5,23.1,16.3,22.6,21.4,16.6,71.7,13,0,2.4,2.4,10.5,27,1135,80.4,4.7,13.9,1.1,1.2,29095
6679,3244,3435,5.2,72,20.7,0,0,0,4820,7.8,7.6,27.5,15.5,39.6,8.8,8.6,81,13.6,0,3.4,1.2,0.8,27,3610,84.8,13,2.2,0,7.9,22171
6337,2669,3668,98.9,1.1,0,0,0,0,3514,36.8,50.8,24.4,30.8,22.2,8.5,14.2,83.9,5.8,0,0,1.5,8.8,17.5,2327,75.6,9.9,14.5,0,5.9,13537
4172,2074,2098,5.2,94.1,0.1,0,0.4,0,3211,1.5,1.1,56.2,13.9,25.6,2.6,1.7,57,4.2,21.6,1.7,0.4,15.2,39.8,2165,83.8,9.5,6.1,0.6,5.8,86302
3906,1984,1922,41,19.8,3.5,0,34.7,0,1880,20.1,28.5,22,35.8,26.4,5.8,10,38.4,10.6,33.4,12.7,1.4,3.5,40,1549,85.8,8.7,5,0.6,7.7,18028
3784,1860,1924,1.1,57.3,40.6,0,0,0,3095,21.5,34.2,20.4,21.7,25.5,16.5,15.8,87.8,6.3,0.1,2.4,1,2.4,29.4,1578,86.1,9.1,4.8,0,16,17166
2849,1535,1314,2.5,83.6,11.6,0,0,0,2494,16.4,37,51.6,16.8,24.2,1.9,5.5,67.2,7.3,12.3,8,0.4,4.8,25.1,1722,87.3,3.5,9.2,0,5.6,31291
4315,2232,2083,2.6,92.3,0.3,0,3.9,0,3274,2.2,2.7,43.9,15.9,22.6,10.8,6.8,76.2,7.5,5,2.6,0.9,7.8,29.1,2205,83.4,7.1,9.5,0,7.8,35862
3728,1594,2134,99.9,0.1,0,0.1,0,0,2822,41.4,43.8,26.2,24.1,37.5,4.5,7.7,80.9,7,7.6,3.5,0,1.1,37.3,1136,77.9,19.4,2.7,0,26.3,12320
4075,2045,2030,3.4,94.6,0,0.1,0.5,0,3302,14.5,26,40.5,19.8,18.3,9.6,11.8,81.6,10.6,0.2,2.1,1.7,3.7,20.6,1734,72,21.3,6.6,0.1,8.8,27016
5324,2516,2808,16.8,74.3,0.8,0.2,6.9,0,3451,1.3,0,50.4,13.7,23,9.9,3,78.2,7.1,2.2,0.8,1.4,10.3,29.4,2776,80,17,3,0,1.9,37660
3473,1640,1833,13.7,75.8,3.6,0,1.2,0,2561,12.4,15,45.6,16.2,17,13.1,8.1,65.2,19.4,0.7,6.1,1.1,7.4,20.4,1751,80.6,13,6.1,0.3,3.4,39747
2810,1458,1352,10.6,80.6,2.9,0,4.5,0,2095,8,14.3,37.5,18.7,24,18,1.9,67.3,25.4,0,0.8,4.3,2.1,29.9,1214,68.4,25.8,5.8,0,5.6,35524
4241,2208,2033,0.3,98,0.1,0.3,0.7,0,3319,4.1,0.2,35,10.2,24,13.6,17.3,86,6.2,0.4,1.2,0.3,5.8,22,2370,84.2,9.9,5.5,0.4,3.9,33829
6497,3084,3413,1.1,97,1.6,0.4,0,0,5025,18.5,15,29.4,13.4,35.3,9.3,12.5,88.8,6.2,0,0.8,0.7,3.5,23.5,2780,78.2,17.2,4.6,0,6.1,22620
6121,3040,3081,4,83.1,9.6,0.1,0.4,0,4301,7.6,7.9,31.3,18.1,21.2,18.2,11.2,84.6,9.1,1.9,0,1.6,2.7,44.6,3184,68.1,27.8,4.1,0,3.3,33485
4909,2319,2590,3.2,88.7,2.5,1.9,1.8,0,3371,3.5,7.9,51.7,6.3,28.9,5,8,87.8,5.9,0,0,0.4,5.9,30.3,2194,76.1,19.4,4.5,0,3.3,36791
2112,1127,985,1.4,96.4,0,0,2.2,0,1547,8.2,11.1,68.8,5.9,17.3,5.9,2,47.9,4.7,24.6,0.7,0.5,21.5,42.6,994,80,12.1,7.9,0,4.2,55416
3668,1689,1979,4.3,69.8,20.6,0,3.5,0,2791,30.3,49.6,19.1,34.7,36.7,4.1,5.5,84.6,9.5,2.3,2.7,0.3,0.5,17.5,1480,72.4,16.5,10.3,0.8,14.1,18014
3868,2143,1725,18.5,75.4,2.3,2,0.9,0,2719,10.8,21.8,25.8,12.6,28,18.4,15.2,87.1,11.6,0,0.4,0,1,16.9,1908,83.8,10.6,5.6,0,0.5,33497
6455,2961,3494,8.6,78.5,0,0,7.4,1,4793,2,1,60.9,12.2,20.3,5,1.6,77,5.5,1.7,3,2.5,10.3,24.8,3530,73.1,17.4,9.5,0,3.8,72163
8392,4086,4306,84.7,11.3,0.5,0.7,1.7,0,4886,31,43.5,25.3,34.7,17.7,7.8,14.4,85.4,6.8,0,1.9,3.1,2.8,17.2,3347,79.4,14,6.5,0,4.7,16349
2103,1098,1005,1.9,97.4,0,0,0,0,1735,10.9,15.2,18.3,21.5,21.9,32,6.2,89.6,6.6,0.6,1.4,1.2,0.7,37.8,883,54.5,31.9,13.6,0,15.7,24016
3842,2054,1788,2.1,92.4,1.5,0,1.9,0,2973,4.3,7.5,53.4,9.2,24.1,7,6.2,90.1,4.1,0,0,1.3,4.5,29.1,1725,74,18.8,7.1,0,6.6,54633
3710,1894,1816,2.5,63.6,19.2,0,11.8,0,2755,8.1,2.6,53.6,9.8,25.3,2.9,8.4,79,9.5,1.1,0,2.2,8.2,22.8,2476,83.3,15.8,0.8,0,2.6,35998
2833,1461,1372,1,92.9,0.8,0,2.4,0.2,2225,11.7,16.3,42.6,18,21.5,8.5,9.5,89.2,8.5,0,0.1,0,2.2,25.4,1229,69.2,17.8,11.1,1.8,5.6,27972
4228,2157,2071,18.4,28.1,13.9,0,37.1,0,2468,11.6,18.2,35.9,12.1,41.4,5.5,5.1,83,5.7,3.8,4,0,3.5,23.9,2150,87.8,4.7,7.5,0,4.9,31735
5324,2979,2345,62.7,11.8,15.4,0.5,8.5,0,1689,28.3,29,8.7,32.1,18,24.9,16.3,59.1,22,15.1,2.1,1,0.7,38,2404,92.3,2.8,4.9,0,10.7,13368
6967,3131,3836,17.8,4.8,74,0,1.5,0,4037,20.5,29,10.1,35.9,33.7,4.6,15.7,74.7,16.6,6,0,2.7,0,32.9,3124,88.7,9.8,1.5,0,9.6,14943
5589,2640,2949,14.6,73.1,5.1,1.6,3.5,0.5,4440,7,4.6,52.1,9.2,26.7,6,6.1,80.8,9.4,0.7,2.7,1.3,5.1,24.8,3401,80.5,10.1,9.4,0,4.4,38157
3109,1501,1608,2.7,23.3,0.6,69.2,1.7,0,2118,34.8,54.1,28.8,30,28,7.1,6.2,64.1,27,4.6,2.6,0,1.7,16.6,1021,54,42.5,3.5,0,17,18532
4135,1887,2248,4.9,90.1,0.4,0,3.8,0,3466,19.4,59.5,25.1,21.9,27.2,12.6,13.2,85.2,3.9,0,0,2.6,8.3,16.4,1619,79.3,8,9.8,2.9,9,41681
1571,853,718,78.5,20.9,0.1,0,0.1,0,894,14.6,18.7,22,35.6,17.6,10.9,13.8,33.8,1.7,51.3,7.1,3.2,2.9,37.5,777,70,26.6,3.3,0,2.5,26297
8660,4059,4601,18.4,32.5,36.7,0.2,3.5,0,4838,32.6,48.5,21,18.3,32.9,14.5,13.3,76.1,13.5,1.7,0.4,0,8.2,25.6,3376,75.7,15.1,9.2,0,6.7,15874
1079,575,504,82.7,17.3,0,0,0,0,649,19.8,44.1,13.3,24.4,17.2,33.8,11.2,80.7,8,0.6,5.5,4.7,0.4,21.1,517,77.9,15.7,6.4,0,0,18518
3751,1853,1898,4.7,69.7,11.4,0,12.8,0,2897,2.4,0,50.8,15,17.5,9.3,7.3,82.6,7.1,2.9,0.5,2.5,4.5,25.8,2320,80,11.3,8.7,0,3.9,52632
4470,2222,2248,5.3,84.7,8.2,0,0.3,0,3289,15.9,26.2,31.9,17.4,23.7,9.9,17,81.3,14.8,0.1,2,0,1.8,21.4,1656,78.3,15.4,5.9,0.4,6.5,22038
5721,2684,3037,3.9,73.2,1,10.3,0.7,0.1,4348,22.8,31.3,30.9,19.4,21.5,15.7,12.6,77.8,17.9,0,1.3,0.3,2.7,22.7,2222,68.6,20.8,9.9,0.7,6.9,22779
5009,2377,2632,3,94.3,0,0,0,0,4136,17.4,43.2,29.6,27.1,24.4,8,11,80.3,8.4,0,2.2,5.4,3.7,23.9,2428,83.5,9.7,6.8,0,10.6,30813
4499,2399,2100,18.4,78.2,0,0,0.1,1.9,3148,7.3,16.6,27.1,20.4,18.8,14.1,19.6,75.1,11.6,0,0.3,2.4,10.7,31.9,1975,75.2,16.5,8.1,0.2,8.5,29237
2008,1106,902,3,70.3,24.6,0.1,0,0,1710,15.7,17.3,37.1,21.2,22.5,8.1,11.2,68,12.8,13.5,1.5,0.4,3.8,25.2,1120,84.1,11.6,4.3,0,9,29119
7378,3663,3715,4.8,81.1,1.1,0,11.4,0,5297,3.3,4.1,65.7,10.2,20.5,2.4,1.2,84,2.6,0,0.4,0.5,12.5,22.6,3770,69.9,19.7,10.4,0,2.8,64005
4887,2521,2366,5.2,89.1,0.5,0.6,3.7,0.1,3225,1.9,0.5,58,12.3,18.2,6.9,4.6,73,12.6,1.8,1.8,2.1,8.7,40,2540,66.5,26.5,6.9,0,4.2,45356
4214,2149,2065,22.9,34.3,35.2,0,2.7,0,2452,13.3,21.9,43.3,22.2,17.6,12.6,4.2,85.8,7.5,0,0,0,6.7,27.8,1906,77,18.3,4.7,0,7.3,27278
6815,3259,3556,23,62,13.4,0,1,0,5087,11.8,11,47.1,15,27.6,4.5,5.8,85.7,3,1.2,0,0,10.1,26.8,3043,86.4,7.4,5.2,1.1,10.8,30467
2926,1548,1378,1.1,96.9,0.5,0,0,0,2310,0.3,0,57,5.9,23.2,10.6,3.4,93.3,3.5,0,0,0.3,2.8,22.7,1485,89,6.7,4.4,0,7.8,42677
5663,2680,2983,2.1,86.9,1.2,0.5,3.7,0,4484,3.1,5.3,53.4,10.4,27,2.6,6.5,73.8,8.7,7.9,0.4,1.7,7.5,30.6,3088,84.4,9.9,5.7,0,3.8,42193
3729,1755,1974,12.4,71.3,3.4,1.2,4.5,0,2823,13.3,22.7,39.9,17.1,27.2,7,8.8,85.1,7.5,2,3.7,0,1.7,27,1768,69.6,25.7,4.7,0,11,30811
1830,980,850,0.6,99.2,0,0.2,0,0,1429,35.9,51.5,37.3,25.5,16.5,8.8,12,81.5,11.5,1.2,1.2,4.2,0.4,33.4,510,60.6,32.9,6.5,0,10.5,15967
4949,2197,2752,30.7,2.7,64,0,1.3,0,2874,33.8,58.2,18.8,32.3,27.9,3,18,47.6,3.9,43.6,3.5,0,1.3,30.8,1957,84.1,12.1,3.8,0,18.7,17202
5260,2532,2728,5.3,90.3,3.6,0,0.4,0,4341,11,19.1,30.5,25.7,24.2,8.3,11.3,85.1,5.6,0,4.2,0,5.1,24.4,2124,83.3,9.7,7,0,7.3,26015
5666,2895,2771,6,85.4,6.3,0.8,0.5,0,4159,13.2,13.4,42.4,13.6,14.5,12.1,17.5,80.5,14.6,0,2.4,0.5,2,20.1,2264,83.2,9.5,6.4,0.9,3.2,21591
2590,1192,1398,0.5,94.7,0,0,0,0,1939,32.5,38.1,25.3,14.6,23.7,17.1,19.3,69,18.9,0,5.9,3.7,2.6,23.1,933,81,14.6,4.4,0,19.8,16921
4667,2021,2646,3.4,85.9,7,0,0.4,0,3592,7.7,10,35.9,18.5,21.1,6.3,18.2,95.5,3.2,0,0,0,1.4,19.6,2540,88.6,6.9,4.6,0,5.8,27789
1848,862,986,1.9,97.1,0.5,0,0,0,1403,38.4,50.7,16.1,34.2,33.8,8.8,7.1,78.7,12.2,0,0.5,8.7,0,33.1,477,71.9,23.3,4.8,0,14.7,15849
3716,1871,1845,0.9,97.3,0.4,0.3,0.3,0,2857,9.9,14,27.1,20.4,18.9,12,21.6,84.6,9.5,0.2,2.3,1.2,2.3,28.5,1777,73.9,19,7,0,5.3,26214
4664,2264,2400,58.5,0.8,0,0,40.1,0.6,2283,23.5,33.9,23.4,23.6,22.2,13.5,17.4,71.4,9.2,8.9,2,1.1,7.5,29.2,2130,79.2,10.5,10.4,0,4.1,16865
4314,2318,1996,13,70.5,8.6,0.3,3.8,0,3332,9.3,11.8,26.7,16.9,27.3,13,16.1,86.8,6.4,0.5,0,1.8,4.5,21.7,2035,85.8,11.1,3,0,5.6,26909
7527,3609,3918,56,16.9,6.2,2.1,17.9,0,4335,12.7,25.8,33.2,23,26.5,4.9,12.4,85.6,10.6,0,0.9,1.1,1.8,22.4,3988,77.4,17.9,4.8,0,3,24835
5070,2463,2607,4.2,77.4,8.4,0.5,2,0,4103,4.5,0,51.1,18.5,13.8,5.1,11.5,90.8,6.9,0,0,1.5,0.8,21.6,2432,79.9,14.5,5.6,0,7.3,41302
2748,1308,1440,15.6,79.7,2.8,0.7,0,0,2080,4.4,4,39.2,20.6,22.2,4.7,13.3,80.2,7.5,5.6,1.8,0,4.9,22.1,1705,78.8,14.1,7.1,0,4.1,36267
1262,630,632,5.1,93.5,0,0.6,0,0.4,928,13.1,18.9,37.4,11.9,26.3,14.8,9.6,75.7,4.7,0,11.9,0,7.8,16.9,586,66.2,16.2,17.6,0,2.2,31933
2470,1094,1376,0,98.6,0.5,0,0.8,0,1886,1.5,0,80.1,1.5,16.1,2.2,0.2,89,1.5,0.2,1.2,1.2,6.9,15.9,1158,87.6,8.9,3.5,0,1.4,73602
7726,3872,3854,1.3,94.7,0.9,0,0,0,6135,3.6,5.1,38.5,15.5,28.4,7.2,10.4,82.7,7.8,3.7,0.4,0.9,4.5,29,3689,82.8,12.4,4.4,0.4,2,37838
4237,1820,2417,0,1.4,95.6,0,0,0,3231,9.1,14.5,49.5,8.4,33.6,2.7,5.7,60.5,3,33.7,0,0,2.8,38.7,2487,61.5,37.3,1.2,0,6.1,46467
7491,3867,3624,20,65,2.4,0.9,8.9,0,5783,15.3,10.7,47.8,20,24.3,3.9,4,74.6,8.7,2.2,3,7.2,4.3,17.5,4018,74,16,9.6,0.4,5.1,36793
5492,2624,2868,30.6,43.9,13.8,0.2,7,0,3716,15.9,23.5,37.2,18.5,22.7,13,8.7,82.9,11,0.5,0,0.3,5.2,33.3,2123,70.7,22.4,6.9,0,9.8,22697
6089,2734,3355,9.4,84.7,0,0,5.6,0,4714,2.3,2.3,43.8,12,27.9,10,6.2,81.6,3.7,10.9,0.3,2.4,1.1,28.8,3346,80.5,16.8,2.6,0,2.8,43335
3864,1813,2051,9.8,85.9,1,0.3,1,0,2932,10.3,9.7,22,15.4,16.9,13.1,32.7,88.5,6.2,0,2.5,0,2.9,19.4,1772,78.9,11.9,9.2,0,2.9,22729
7031,3508,3523,21.2,63.1,1.1,0,11.2,0,5349,9.3,8.9,47.1,20.5,22,6.9,3.5,81.4,6.8,1.3,2.2,3.3,5,25.6,3707,80.1,7.9,12,0,3.8,35916
3151,1255,1896,1,26.5,59.6,0.1,10.1,0,2359,21.4,21.8,56.5,17.9,18.8,2.4,4.4,39.4,11.6,37.2,8.1,2.8,0.9,22.5,1587,89.2,5.1,5.7,0,6.7,25207
4610,2442,2168,23.6,31.7,44.3,0,0.1,0,2823,24.3,26.4,24.7,25.8,16.7,20.4,12.4,65.8,22.1,7.7,2.4,1.2,0.8,26.2,1852,77.8,17.7,4.5,0,14.1,18757
3861,1763,2098,33.6,53.6,8.5,0,2.6,0,2405,20.7,21.4,36,25.4,21.7,5.3,11.6,37.7,8.3,36.3,13.8,1.5,2.5,35.9,1670,86.5,11.7,1.9,0,6.5,24403
1503,658,845,2.1,92.9,2.2,1.4,0.1,0,1155,15.1,22.2,33,19.1,33.3,6.4,8.3,76.9,5.7,7.2,4.8,0.6,4.8,20.7,800,83,12.4,4.6,0,2.9,29018
2251,1248,1003,3.5,75.6,8.8,0,2.4,0,1945,5,3.6,68.3,13.9,14.5,1.8,1.6,71.3,3.3,5,1.9,9,9.6,25.1,1656,78.4,10.3,11.2,0,0.5,52966
3568,1675,1893,77.4,13.9,3.5,0,4,0,1981,9.3,14.6,17.2,19.2,26.2,14.2,23.2,78.1,15.9,2.9,0,0.4,2.7,33.2,1555,86.9,11.4,1.6,0,10.5,18052
4240,2108,2132,21.6,58.1,0.6,1.2,12.7,1.3,3352,58,45.3,22,30.9,28.3,4.2,14.5,75.3,9.7,2,3.8,5.2,4,20.2,1893,85.2,11.9,1.4,1.4,17.5,16393
4305,2301,2004,3,96.3,0.3,0,0.1,0,3118,9.7,9.8,27.3,15.7,19.8,19.4,17.9,76.8,8.2,0.1,3.6,0.5,10.8,30.5,2278,76,10.1,12.4,1.5,3.5,27944
3511,1890,1621,12.4,72.3,6.4,0,5.5,0,2589,4.2,3.8,43,15.5,21.8,10.2,9.6,88.2,4.1,6.1,0.1,1.6,0,30.7,1851,79.4,20.1,0.5,0,4.8,37662
5943,2792,3151,10.7,73.7,6.6,0,9,0,3997,0.5,0,65.2,13.9,15.3,2.7,2.8,63.6,4.1,20.8,3.3,1.8,6.4,34,3214,77.4,19.3,3.3,0,6.5,67571
6566,3452,3114,22.6,46.6,9.5,0,12.3,3.5,4020,9.2,12.3,37.7,22,25.6,7,7.7,74.5,11.5,0,0.9,5.1,8,45.6,2543,73,20.5,6.5,0,7.8,28460
7512,3586,3926,9.9,83.2,1.8,0,1.1,0,5655,4.5,1.5,47.8,14.6,26.5,8.1,3,80.1,5.6,9.9,0.3,0.7,3.4,44.1,3958,79.4,14.4,6.2,0,4.3,45977
2680,1291,1389,9.2,3.7,79,0,5.2,0,1519,15.5,21.7,26.1,38.6,15.5,8.7,11.2,16.5,1,65.6,11.1,2.7,3.1,40.7,1232,72.5,22.6,5,0,8,21111
2321,978,1343,9,84.2,3.9,0.1,0.3,0.3,1727,10.9,15,37.2,20.5,20.5,14.5,7.4,76.9,8.9,0,5.1,0,9.1,17.9,1168,75.3,18,6.8,0,4.9,27210
4232,2111,2121,69.9,1.9,25,0,2.9,0,2630,23,39.6,25.1,17.4,32.2,14.7,10.6,85.8,10.7,3.5,0,0,0,33.6,2023,81.7,12.4,5.9,0,9,18273
2868,1789,1079,19.4,52,15,1.2,0,0,2203,36.3,38.6,26.1,32,24.3,7.6,10.1,58.1,17.4,0.1,14.3,9.1,1,15.9,894,81.5,15,3.5,0,20.9,15903
5438,2389,3049,9.5,75.9,10.6,0,3.1,0,4250,14.7,39.5,35.3,16.9,30.4,5.3,12.1,87.3,9.4,0,1,0,2.3,19.4,2550,83.1,11.9,4.5,0.5,5.3,25750
3364,1667,1697,1.3,90,6.2,0.5,0.4,0,2724,4.6,8.3,40.4,15.8,24.5,9.2,10.3,74.2,5.7,15.3,2.7,0.4,1.7,28.6,2000,92.9,2.8,4.4,0,2.9,35777
5187,2440,2747,18.6,69.8,1.7,0,2,0,3374,11.3,6.5,29,27.5,21.2,16.8,5.6,74.7,12.7,2.3,0.6,2.4,7.3,23.3,2524,84.3,6.4,9.3,0,8,35284
2668,1324,1344,7.9,83.6,7.6,0,0.7,0,2041,5.6,5.7,53.1,14.7,21.9,5.4,4.9,90.6,8.3,0,0,0.4,0.6,17.5,1156,77.7,9.3,12.5,0.5,2.7,38566
7917,3799,4118,34.2,49.9,9.3,0,3.8,0,5726,16.3,37.6,42,16.4,31.5,4.1,5.9,86.8,3.6,2.1,0,1.5,6,29.1,3940,88.3,10.4,1.3,0,5,28794
3280,1538,1742,2.9,21,61.6,0,12.5,0,2192,23.5,38.7,46.3,16.7,19.3,9.4,8.3,74.8,13.8,6.3,2.1,0,3,28.5,1535,79.8,14.5,5.7,0,6.3,27160
4347,2039,2308,0,40.7,59.1,0,0,0,3335,28.9,46.2,22.9,24.2,26.9,6.3,19.6,82.7,10.9,0,0,2.3,4.1,31.6,1593,81.6,14.7,3.5,0.2,15.4,16719
4177,2215,1962,39.8,43.8,8.2,3.1,0.9,0,2984,19.8,32.5,32,27.5,21,10.6,8.8,69.9,23.5,0,2.5,1.6,2.6,17.3,1607,74.2,20.3,5.5,0,17,18014
2584,1239,1345,32.2,59.3,2.9,0,3,0,1937,17.3,33.7,26.3,13.6,43.5,8.2,8.4,82,5,0,2.8,10.2,0,25.1,1153,78.7,17.8,3.6,0,11.6,22869
5230,2600,2630,18,79.3,0,1.9,0.8,0,3984,14.1,41.5,31.4,19.2,20.6,15,13.8,77.1,10.8,1.5,3.8,0,6.8,26.7,2043,70.9,19,10,0,5.3,33215
1523,792,731,0.9,57.5,32,0,6,0,1227,17.3,35.1,18.8,9.6,19.2,8,44.5,76.6,20.8,0,0,2.5,0,24.5,762,79.8,15.5,4.7,0,6.3,23753
4525,2286,2239,3.4,90.8,1.5,0.7,0.4,0,3433,24.5,27.7,16.3,24.6,25.3,21.5,12.3,79.4,11.8,0,0,1.3,7.5,36.5,1887,80.7,9.8,9.6,0,8.8,16881
9567,4447,5120,8.6,79.5,3.7,0.3,5.6,0,6397,9.8,11.9,59.4,14.1,22.1,1.2,3.2,74.8,7.6,0.3,0,3.5,13.8,25.1,4239,76.4,17.6,5.6,0.3,4.5,43656
3699,1767,1932,0,98.5,0.6,0,0.1,0,2773,16.5,28.3,26.4,19.9,24.6,13.1,16,83.8,7,1.1,1.3,0.7,6.1,32.1,1798,77.3,14.1,8.1,0.4,3.2,29431
4847,2230,2617,1.5,88.8,4.9,0,1.8,0,3879,3.4,6.7,44.9,11.8,27.6,8,7.7,82.8,5.9,4.8,0,0.9,5.6,30.6,2744,80.9,13.4,5.7,0,8.8,40323
1838,828,1010,19.5,73.3,0,0,4.4,0,1387,6.5,9.8,47.4,16.5,20.8,9.4,5.9,88.7,1.9,0,0,2.1,7.3,28.4,953,73.3,11.9,14.8,0,9.7,35732
3724,1663,2061,8.5,5.2,84.7,0.9,0.5,0,2597,3.5,5.7,26.9,24.5,24.4,7.5,16.7,49.4,8,36.9,4.7,0.8,0.3,48.1,1931,70.5,27,2.5,0,2.9,28134
6462,3243,3219,11.7,52.8,22.6,0,6.1,0,4632,9.2,13.6,34.6,26.1,24.5,8.8,6,78.4,17.9,0,2.1,0,1.7,29.1,2516,77.3,17.6,5.1,0,8.1,29294
7365,3474,3891,0.3,80.9,17,0.3,0,0,5682,16,22.1,22.8,20,25.3,12.9,19,90.6,2.7,0,0,2.2,4.5,26.8,2981,85.2,10.1,4.7,0,8.8,27247
4243,2162,2081,5.6,58.4,1.8,0,31.2,0,2850,1.5,0.9,69.1,6.4,20.5,1.4,2.6,72,15.1,9.5,0.1,0,3.4,38.3,2392,68.1,26.8,5.1,0,3.1,57817
3380,1605,1775,12.7,71.7,15.4,0,0,0,2567,13.8,5.4,45.6,11.6,30.7,3.4,8.7,70.5,12.9,1.2,3.8,1.7,9.8,21.7,1783,86.3,3.5,10.2,0,8.3,36371
882,394,488,0,95.6,1.4,3.1,0,0,721,15.1,23.1,17.6,23.2,33,9.3,16.9,83.8,3.5,0,2.9,2.9,6.9,8.3,397,73.6,19.6,6.8,0,5.5,25062
2800,1176,1624,1.5,90.9,3.6,0,3.6,0,2166,4.1,1.7,59.3,4.8,30,1.9,4,83.4,7.6,0,0.1,0,8.9,22.2,1123,87.8,7.1,5.1,0,4.5,49551
1932,923,1009,25.1,10.9,9.8,0.6,50.1,0,1171,19.3,20,26.3,32.1,25.1,3.4,13.1,80.7,3.7,5.5,4.1,3.6,2.3,28.5,997,78.2,17,4.8,0,9.4,26126
2984,1655,1329,41.6,49.9,2.8,0,1.8,0.5,1794,9.9,5.4,30.2,35.6,12.1,16.8,5.4,67.4,10.7,2.9,14.2,1.4,3.4,20,1414,80.9,7.4,9.1,2.6,3,29277
5170,2499,2671,10.8,63.8,17.6,0.5,3.9,0,3200,19.1,17.8,19.8,17.3,24.1,3.1,35.6,76.7,18,0.1,1.5,3,0.6,22.1,2218,83,13,2.9,1.1,7.3,18657
3444,1603,1841,100,0,0,0,0,0,2660,56.9,70.8,21.1,23.8,23.5,20.6,11,80.9,0,0,0,3,16.1,33,583,51.5,32.8,14.4,1.4,39.6,6735
5713,2673,3040,24.8,66.8,6.3,0.3,0.8,0,4673,23.9,20.2,38.1,22.7,23.7,4.7,10.8,78,6.9,0,10.6,1.4,3.1,20,3117,71.2,21.2,7.5,0.2,2.1,22242
5052,2324,2728,1.6,14.8,23.1,58.7,0.2,0,4112,19.8,19.8,18.6,21.8,29.5,12.8,17.3,90,9,0,0.4,0.6,0.1,25.6,1831,72.1,23.2,4,0.6,11.9,16724
4354,2165,2189,27,54.8,5.1,0.6,9.2,0,3232,4.5,3.3,40.5,15.5,26.7,7.9,9.3,73.1,9.9,8.6,0.8,7.6,0,30.6,2380,76.6,18.8,4.2,0.4,10.3,33725
2290,1071,1219,0.8,36.9,59,0,0,0,1634,49.9,75.3,22.5,38.1,15.3,6.2,17.9,73.8,4.1,12.8,5.1,0,4.1,29.4,609,81,10.7,8.4,0,26.9,12474
6662,4166,2496,9.5,77.9,2.8,0.1,7.9,0,5937,33.9,0,56.7,9,20.2,1.3,12.7,45.7,2.1,15.5,13.1,20,3.7,16.6,4604,69.3,29,1.7,0,5.6,27253
3326,1736,1590,2.6,83.6,10.8,0,1,0,2463,21.7,33.3,30.2,19,24.9,9.7,16.2,79.1,10.1,1.3,4,2.5,3.1,15.4,1597,90.6,5.8,3.6,0,8.1,23990
7036,3238,3798,2.2,86.8,1,0,5,0,5288,5.4,3.5,40.7,17.7,20.6,5.7,15.3,82.1,9.7,0,5.3,0,2.9,26.1,3676,79.1,14,6.9,0,6.5,30606
5188,2688,2500,0.7,91.1,1.1,0,1,0,2766,53.5,63.5,20,15.2,27.7,8.1,29,82.7,11.3,0,1.2,1.3,3.5,16.7,1417,89.9,4.9,5.2,0,18.9,11563
3890,2052,1838,4.1,93.7,0.5,0.6,0.3,0,3210,3.1,2.4,36.4,11,23.5,11,18,86.3,7.4,1.5,0.3,0.8,3.8,27.6,2220,86.4,9.5,4,0,2.8,42998
4089,2034,2055,22.8,63.5,0.2,0.2,5.9,0,3046,8.6,7.2,38.2,17.1,29.5,7.4,7.8,78.6,12.7,1.4,1.8,0.4,5.1,32.6,1964,78.1,8.9,11.6,1.4,10.3,30806
4733,2218,2515,60.2,0.2,37.4,1.6,0,0,3115,49.3,64.5,16.6,40.4,29.7,3.9,9.4,4.8,3.6,81.3,9.9,0.3,0.1,41.4,1271,81.6,15.5,2.9,0,18.2,10874
