"TotalPop","Men","Women","Hispanic","White","Black","Native","Asian","Pacific","VotingAgeCitizen","Poverty","ChildPoverty","Professional","Service","Office","Construction","Production","Drive","Carpool","Transit","Walk","OtherTransp","WorkAtHome","MeanCommute","Employed","PrivateWork","PublicWork","SelfEmployed","FamilyWork","Unemployment","IncomePerCap"
3379,1701,1678,5.6,78.9,3.8,3.5,3.2,0,2439,2.9,2.9,41.3,10.7,33,4.9,10.1,91.5,4.3,0,0,0.5,3.6,20.8,1853,81.3,11.9,6.3,0.5,5.9,31084
7224,3073,4151,2.7,67.3,0.7,0,24.6,0,5803,12.5,25.3,70.6,5.4,23.2,0,0.8,1.9,1.5,47.2,37.3,2.4,9.7,24.6,4832,91.3,5.9,2.9,0,4.1,80869
6566,3291,3275,4.3,86.9,0.3,0,8.5,0,5491,2.3,0,40.4,14.1,29.2,5.5,10.8,68.4,15.5,8.2,3.2,3.8,0.9,33.4,3908,83.9,8.8,7.3,0,4.5,46415
2879,1431,1448,5,88.8,5.1,0,0,0,2214,19.1,18.5,17.1,31,21.6,11.6,18.7,84.8,7.1,0.5,1.4,3.5,2.7,19.2,1321,86.4,9.8,3.8,0,8.7,17116
5800,3217,2583,73.1,20.6,1.7,0,1.5,0.9,2590,21.3,26.2,9,22.4,26.4,20.3,21.9,71.4,16.1,1.6,2.9,7.8,0.2,26.4,2421,87.6,5.6,6.1,0.6,6.3,14798
5576,2841,2735,2.6,78.4,0.4,0,14.8,0,4250,3.8,2.1,40.6,17.2,28.5,4.7,9,83.3,5.2,0.4,0.6,0,10.4,27.6,3046,90.2,6.8,2.5,0.5,2.9,40211
4173,2024,2149,6.9,85.1,2.5,0.7,0.4,0.3,3255,3.4,4.2,54.6,11.3,25.5,3.1,5.6,83.5,5.3,1.3,0,2.2,7.8,28.9,1868,80.4,12.3,7.4,0,4.4,39219
6230,3223,3007,53.5,45.1,0,0,0,0,3538,11.6,12.2,26.2,14.3,20.9,21.3,17.3,81.2,9.8,0.6,4,0.2,4.2,14.4,2936,76,15.1,8.9,0,5.7,25879
4018,2018,2000,57.6,5.9,26.3,0,9.2,0,2147,27.2,35,33,31.1,9.1,9.8,16.9,57.6,15.4,14.7,0.7,6.8,4.9,35.8,1912,79.1,6.3,14.6,0,11.4,18813
1781,889,892,4.9,1,91.9,0,2.2,0,1284,2.1,3.1,33.9,38.4,14.6,0.8,12.4,48.9,1.2,39.5,4.2,2.2,3.9,44.1,1035,68.6,24.3,7.1,0,9.3,34392
2928,1512,1416,0.3,96,0.3,0.6,0.8,0,2208,7.4,6.4,34.1,16,22.8,11.6,15.4,82.2,6.6,0.3,3.3,1.7,5.8,19.5,1470,78.5,12,9.1,0.4,2.7,33632
5098,2551,2547,22.7,66.8,0.4,1.4,5.5,0.1,3505,13,25.9,36.6,15.8,27.9,7.3,12.4,78.4,13.6,0,0.1,1,6.9,24.9,2748,80.8,11,8.2,0,5,28753
4397,1930,2467,4.7,87.8,0.3,0,4.8,0,3040,1.8,0,61.2,5.1,24.6,3.3,5.8,78.4,4.8,6.2,1.3,1.4,8,34.5,2010,82.4,8.9,8.8,0,5.2,68959
3872,2031,1841,13.4,79.6,0,2,4.4,0,3194,13,6,33,23.2,24,12.9,6.9,76.1,8.8,2.2,7.9,0.6,4.4,18.6,1761,63.3,20.4,16.3,0,5.7,35675
2044,1002,1042,11.1,65.8,2,0.5,14.2,0,1496,12.1,10.2,61.5,10.5,19.6,3.5,4.9,77.8,5.8,0.8,7.1,1.7,6.9,37.2,1213,87.9,8.5,3.6,0,4.6,67986
1706,878,828,2.9,95.7,0.5,0.1,0,0,1438,16.1,34.9,29,14.5,20.7,20.1,15.7,77.4,5.9,0.3,5.1,1.9,9.4,26,682,80.9,9.2,9.1,0.7,5.4,25520
5009,2522,2487,0,95,0.2,0.2,0,0,3875,9.1,15.8,27.2,17.1,18.2,14.3,23.2,85.3,8.7,1.2,0,3.2,1.7,34.2,2085,78.6,14.2,7.1,0,9.3,24129
2424,1080,1344,6.6,84,6.8,0,0,0,1972,23.4,40.6,29.5,17.5,17.5,9.3,26.1,87.7,8.6,0,2.7,0,1,19.4,964,85.7,10.8,3.5,0,13,22288
5905,2929,2976,5.4,71.5,6.2,0.7,2.8,1.3,4639,14.6,21.3,39.2,22.9,22.1,5.4,10.5,77.5,4.6,2.4,0.8,1.7,13,24.5,2708,79.7,11.5,8.8,0,10.3,33352
2519,1220,1299,2.1,91.6,0.6,0.5,2,0,2125,11.7,11.2,28.9,22.5,14.4,4.6,29.6,89.3,8.6,0,1,0,1.1,22.1,1275,85.1,11.1,3.8,0,5.2,28294
4009,2088,1921,5.7,29.6,1.8,47.7,0.9,0.7,2741,11.2,12.7,36.8,21.6,24.4,9.9,7.3,43.5,18.1,0.4,25.6,8,4.3,8.1,1910,62.5,30.4,6.7,0.4,9.6,30667
6241,3187,3054,24.9,37.6,4.4,0,28.8,0.1,3866,2.9,1.2,61.4,13.4,16.8,3.5,4.9,76.4,9.1,1.8,0,2.6,10.1,41.1,3042,77.8,16.3,5.9,0,7.8,44655
3940,1947,1993,41.2,42,11.5,0,3.6,0,2542,24.4,35.1,34.6,27.2,20,5.3,13,66.3,6.7,12.4,2.8,3.1,8.6,24.8,2150,84.7,6.6,7.5,1.1,5.8,30368
6029,2772,3257,1.5,95.9,0,0.2,2.2,0,4690,7.1,1.5,41.8,13.8,25.7,8.4,10.3,88.4,3.9,0,0,0.3,7.3,29.1,2804,80.9,11.4,7.7,0,5.3,32195
6021,2979,3042,20.1,78.1,0.5,0.1,0.2,0,4087,11.3,15.6,23.9,17.9,20.2,9.3,28.8,81.2,11,0.5,1.6,1.1,4.5,23.6,3060,88.3,7.7,3.9,0,6.7,26751
3787,1740,2047,8.3,36.9,47.7,0.5,3.2,0,2804,30.9,50.1,10.4,20.4,27,12.7,29.5,78.1,14.4,4.3,0.6,0.1,2.5,15.4,1538,87.1,8.8,3.7,0.4,10.2,22674
4640,2072,2568,40.7,14.8,11,0,23.2,7.2,2917,6.6,7.9,26.1,15,36.2,9.2,13.6,78.5,11.7,7.4,0,1.5,0.9,30,2018,82.3,13.2,4.5,0,5.4,25202
2838,1416,1422,4.2,94.5,0,1.2,0,0,2260,5.1,5,26.2,16.3,22.5,13,22,82.3,7.5,0,4.2,0,6,25.6,1444,80.7,10.4,8.9,0,4.2,28048
2286,1151,1135,0.3,95.6,2.2,0.1,0,0,1863,19.4,17.8,36.1,18.9,16.8,13.1,15.1,87.2,7.9,0.2,1.5,0.3,2.9,15.7,986,75.7,17.3,6.1,0.9,5.9,27341
4791,2448,2343,89.5,8.1,1,0,1.3,0,2319,16.8,27.2,8.7,29.8,19.4,15.5,26.5,60,23.1,4.1,5.9,2.1,4.7,21.5,2370,89.5,2.4,8,0,13.3,16923
6757,3456,3301,7.2,87.1,0.4,0.2,1.7,0,3881,7.1,9,42.4,11.2,25.5,9.4,11.5,80.4,6.8,3.2,0.7,1,7.9,21.9,2910,78.7,19,2.3,0,2.3,25928
4346,2040,2306,3.7,82.4,2.8,1.5,4.7,0,3534,12.8,16.4,35.8,24,21.1,4.4,14.8,56.5,8.8,2.9,25.2,1.1,5.6,17.3,2509,88,9.2,2.8,0,4.1,27909
1929,825,1104,4.1,92.7,1.7,0,0.4,0,1764,1.7,0,47.5,11,27.4,7.1,7.1,94.4,2.9,0,0,0,2.7,31.2,482,92.5,6.2,1.2,0,4.2,40666
2007,822,1185,0,0.1,99.8,0,0,0,1124,68.2,83.9,21.7,49.4,17.3,1.9,9.7,41.8,8.8,46.8,0.3,0,2.4,43.5,318,71.7,13.5,14.8,0,38.6,8763
5276,2614,2662,4.5,94.2,0.6,0,0,0,4398,2.5,0,39.7,17.3,20.3,8.2,14.6,89.3,3.9,0,1.9,0.5,4.4,26.3,2660,82.2,14.4,3.4,0,4.5,34632
5601,3020,2581,37.1,41.8,19.6,0,1.5,0,3359,16.2,30.4,40.5,18.1,17,15.9,8.5,76.6,12.2,5.8,0.1,0.9,4.4,28.8,3005,78.7,5.6,15.6,0,6.6,37954
3181,1605,1576,2.4,95.4,0,1.9,0.2,0.1,2487,19,34.3,22,22.8,29.1,10.4,15.7,91.6,4.6,0,0,1.5,2.2,16.6,1475,77.3,13.6,9.1,0,0.2,28224
8032,3806,4226,3,96.2,0,0,0.6,0,6170,9.5,6.1,31.3,23.5,25.4,9.1,10.7,87.1,2.8,0.4,0.9,5.2,3.5,20.1,3737,84.6,10.1,5.3,0,3,24346
4550,2344,2206,100,0,0,0,0,0,3636,56.6,80,14.5,29.6,43.2,3.2,9.4,76.9,2.5,3.5,4.5,8.8,3.8,35.2,1471,75.4,17.8,6.8,0,18.1,8422
2351,1165,1186,2.9,60.6,20.3,10,0.9,0,1767,16,32.5,30.5,24.3,27.9,8.8,8.6,81.4,8.6,2.2,5.8,0,2.1,18.1,1133,74.7,21.2,4.1,0,9.4,29033
4547,2208,2339,4.1,91.4,0.9,0,1.1,0,3254,11.7,11.2,37.7,15,21.3,12.2,13.8,86.1,11.4,0,0.9,0.4,1.2,22.5,2006,66,27.8,6,0.3,4.4,25746
5121,2538,2583,2.2,86.6,7.3,0.5,2.3,0,4018,4.7,5.7,42.4,11.6,23.6,11.9,10.6,81,8,1.2,1.7,0,8.1,37,2912,79.6,16,4.5,0,3.3,44975
7098,3250,3848,2.9,85.4,7.7,0,1.8,0.4,6209,12.9,22.1,31.4,25.1,30,9.2,4.3,84.7,4.1,0.7,2.4,2,6.1,35.1,1875,72.1,18.2,8.9,0.8,12.9,26100
11079,5707,5372,74.7,14.2,4,0,5.4,0,6588,24.6,42.8,18.2,32.4,30.3,8.2,10.8,89,5.9,1.3,0,2.2,1.7,31.3,5110,91.2,5.3,3.5,0,4.5,18837
2042,1032,1010,5.9,30.2,49.8,0.3,0.2,0,1367,16.4,24.4,25.9,18.7,32,11.1,12.3,75.3,9.9,0,3.9,0.6,10.3,20.4,910,77.5,17.8,4.7,0,4.2,22237
3034,1488,1546,64.6,18.6,6.7,0,2.8,0,1453,10.1,20.5,20.6,34.3,21,14,10.1,83.8,8.5,3.5,0,0.7,3.5,20.3,1662,88,7.2,4.8,0,7.3,19633
7720,3702,4018,4.4,51.2,17.1,0,23.3,0,4996,4.7,1.5,54.8,11,22.7,2.1,9.4,76.8,8.1,6.7,0.3,1.6,6.5,33.4,4083,70.4,26,3.6,0,3.9,51488
2442,1232,1210,1.1,95.7,0.7,0,0.2,0.2,1979,19.2,20.5,31.2,21.1,12.5,21.9,13.3,72.5,10.1,0.5,2.8,0.4,13.8,26.1,887,62.1,17.1,20.7,0,6.4,24843
3555,1663,1892,34.6,57,7,0.2,1.2,0,2565,23.6,29.4,41.2,12.9,19.7,15.9,10.4,85.2,5.5,0,2.3,1.6,5.5,15.7,1565,78.1,13.3,8.2,0.4,2,21846
2792,1172,1620,66.3,29.5,1.4,0.8,1.6,0,2024,20.1,18.2,46.7,15.6,23.7,7.9,6,76.9,5.4,3.2,3.3,8,3.2,19.4,1095,69.5,24.4,6.1,0,15.6,21101
4097,2105,1992,17.3,69.6,6.1,0,2.3,0.5,3162,11.9,13.5,29.9,24.6,34.5,5.6,5.4,81,7.5,0,4,3.8,3.8,21.6,2189,86.7,7.8,5.5,0,10.8,30159
5739,2466,3273,8.7,73.4,8.5,0,5.7,0,4849,5.4,3.5,47.6,14.6,23.9,5.2,8.8,86.6,8.8,0.5,0,0,4.1,24.4,1941,74.9,21.4,3.8,0,6,30630
1780,888,892,2.1,0.5,96.7,0,0.6,0,1409,23.3,26.4,17.9,33.6,21.7,0.5,26.3,70.4,10,14.5,1.9,0,3.1,37.1,581,81.1,14.8,2.8,1.4,26.5,17647
2959,1303,1656,1.5,97.5,0.2,0,0,0,2452,6.9,21.3,48.6,16,25.1,6.9,3.5,76.5,6.7,0,6.8,0.3,9.6,24,1708,74.5,10.8,13.8,0.9,2.3,47718
4425,2194,2231,33.1,40.4,21.9,0.6,2,0,2823,14.9,19.1,26,26.6,26,10.2,11.2,69.4,6.8,13.6,4.3,0.9,5,30.4,2169,90.1,4.7,5.2,0,12.8,23301
4159,1868,2291,2.9,93.2,0.8,0.6,0.7,0.1,3165,25.8,37.5,36.6,23,20.6,3.3,16.6,80.3,9.7,0.6,4.8,2.3,2.3,13,1619,65.3,26.7,8,0,2.8,22405
2537,1363,1174,38.4,56.6,3.1,0,0,0,1523,13.4,14.6,23.1,14.2,20.2,16.3,26.3,77.2,10.8,5,1.3,2,3.6,36.7,1080,76.1,15.4,8.4,0.1,2.4,25466
6561,3070,3491,7,79,6.2,0,6.4,0,5328,8.8,15.5,64.8,6.4,24.5,1.1,3.2,76.9,7.4,1.8,5.6,0.8,7.4,19.9,3551,84.2,8.4,7,0.4,4.6,82790
5548,2507,3041,0.1,81.8,15.8,0,0.3,0,4262,26.5,33.2,32.1,27.8,22.8,8.2,9,84.4,9.7,1.8,2.3,1.6,0.3,25.7,2855,91.5,6,2.6,0,12.2,23529
4447,2279,2168,13.5,67.6,2.6,1.1,13.9,0,3277,4.1,0,69.3,5.4,18,0.9,6.4,80.5,10.4,2.7,0.3,3.2,2.9,27,2233,78.4,16.1,5.5,0,7.4,56022
1816,798,1018,0.1,99.9,0,0,0,0,1578,6.6,0,45.7,17,21.4,9.3,6.6,85.5,6.9,0.5,0.3,0,6.9,24.2,828,77.1,14.4,7.9,0.7,4.3,39844
2497,1294,1203,42.7,51.5,2.9,0.8,1.8,0,1979,13.9,20.1,49.3,18,20.3,5.9,6.5,87.5,7.7,0,0.9,0.7,3.1,16.5,1392,77.1,13.9,9,0,2.6,37554
6301,2806,3495,47.3,39.2,2.7,6.6,1,0,4390,23.5,35.8,30.2,25,27.6,9,8.2,67.9,10.5,7.2,3.3,2.8,8.4,19.7,2673,76.6,16.6,6.7,0,6.5,22663
6097,2882,3215,35.1,18.7,30.5,0.4,7.3,3.4,3769,12.2,15.8,19.3,32.9,32.4,8.2,7.2,75.6,13.7,4.6,1.6,1.1,3.4,24.6,2684,85.4,13.2,1.5,0,13.3,20451
6836,3445,3391,4.7,87.8,4.1,0.7,0.5,0,5406,8.8,11.7,33.6,14,32.9,6.4,13.1,84.6,9,0.7,0.1,0.7,4.9,29.8,3340,88,7.9,4.1,0,4.7,31351
4243,2308,1935,55.8,40.7,0,0,0,0,2050,33,57.8,8,17.9,26.8,30.2,17,82.2,4.7,6.7,0,6.4,0,24.8,1631,95.9,2.4,1.7,0,2.1,13492
6014,2894,3120,6.2,70,6.9,0,9.4,0,4146,4,5,52.6,18,20.4,6.2,2.9,74.7,11.9,6.5,0,0.5,6.4,45.3,2898,70,23.8,5.2,1,3.5,48036
3863,1814,2049,7.2,90.2,1.2,0,0.3,0,3327,9.2,20.1,43.2,20.3,26.4,7.7,2.4,81.4,4.4,0,0,4.5,9.8,24.8,1402,79.5,6.8,13.8,0,8.3,60271
5567,2785,2782,9.8,73.3,2.1,0.6,11.1,0,3758,3.6,4.1,64.1,7.7,22.5,1.7,4,76.3,7.8,2,0.8,0.8,12.3,28.7,3010,78.3,14.2,7.6,0,3.5,52040
4310,2067,2243,9.9,81.7,3.8,0,4.4,0,3145,5.7,0,40.4,14.6,25.6,11.9,7.5,73.1,8.2,9.4,6.6,0.8,2,34.4,2311,75.2,22.4,2.4,0,6.4,37430
4301,2292,2009,46.9,45.1,2.1,0,2.5,0,2752,12.3,18.3,19,22.4,17.7,23.4,17.5,86.3,8.3,0,2.2,1.8,1.5,19.6,2063,80.4,14.9,4.7,0,6.3,25679
2526,1277,1249,21.6,77.3,0,0.2,0,0,1898,13.5,22.3,18.9,20.2,28.4,9.8,22.7,78.3,14.6,1.8,1.7,2.2,1.4,26.6,1439,89.6,7.6,2.8,0,3.7,25621
3205,1596,1609,19.4,60.2,1.3,0,16.1,0,1953,25.7,49.7,44.4,18.7,22.9,5.1,8.9,21.8,2.2,58.1,12.2,1.6,4.1,47.8,1661,74.2,17.2,7.2,1.4,9.1,33138
2817,1461,1356,0.4,95.7,0,0.1,1.8,0,2358,7,10.8,41.6,14.4,20.7,11.5,11.8,79.7,6.3,0.4,1.7,0,11.9,23,1559,77.2,13.1,9.7,0,2.6,40612
5393,2704,2689,3.3,80.2,4.3,0.1,9.8,0,3970,6.1,7,62.9,9.5,19.5,2.5,5.6,87,6.9,0,0,0,6.1,23.7,2798,88.6,7.1,3.7,0.6,1.8,45699
1837,805,1032,99,0,1,0,0,0,1440,65.8,88.2,31,18.2,29.5,8.1,13.3,75.9,3.4,0,9.1,4.7,6.9,19.5,407,82.3,14,3.7,0,18.3,8053
5292,2443,2849,5.9,89,1.5,0.5,0,0,3873,17.2,27.2,33.6,22.4,19.5,10.7,13.8,80.3,7.3,1.1,4.2,1.1,6,19.1,2828,66.2,24.2,9.6,0,6.4,26792
2967,1530,1437,0.5,71.3,0,18.4,0.1,0,2286,13.1,19.8,28.2,16,20.2,21.6,14,83.8,11.1,0,0.7,1.1,3.3,31.5,1240,71,19.5,8.5,1,7.2,22133
1874,913,961,99.7,0.3,0,0,0,0,1570,55.6,59.9,27.1,26.6,22.7,15.7,7.9,80.6,7.3,0,12.1,0,0,25.1,432,68.5,24.5,6.9,0,19.7,9162
1809,1031,778,7.1,90.2,0.9,0.2,1.7,0,1308,8.9,7.7,39.4,16.1,16.9,16.2,11.5,81.1,8.7,0,4.1,0.4,5.7,19.9,878,75.4,12.9,11.5,0.2,1.3,34923
5533,2750,2783,4.2,86.3,5,0.4,3.6,0,4384,18.9,44.6,33.9,17.3,21,13.9,13.9,83,6.8,1.5,0,0.5,8.1,26.8,2850,73.6,15.1,11.4,0,10.2,23463
1111,451,660,1.3,52.7,46.1,0,0,0,728,48.7,67.1,21,23.7,24.7,12.9,17.6,89.3,8.3,0,1.3,1,0,18.6,295,89.8,10.2,0,0,15.7,19317
4341,2032,2309,15.6,8.5,68.2,0,0.8,0,2651,21.5,26.9,17.7,41.7,19.3,10.9,10.4,74.1,10.1,5.8,3.3,6.5,0.2,25.4,1826,84.4,8.5,7.1,0,15.5,15218
1214,592,622,0.3,49.1,42.8,0,1.3,0,1059,10.1,11.3,52.3,8.6,25.3,0,13.8,76.1,8.9,1.4,6.2,1.1,6.5,14.6,640,78.1,16.6,5.3,0,14.9,35681
2683,1290,1393,0.6,87.2,0.9,0,4.8,0,2040,25.7,48.4,26.8,18.3,26.7,15.8,12.4,80,7.6,0.4,0,5.4,6.6,18.8,1362,75.8,19.1,5.1,0,11.2,25902
4621,2151,2470,4.2,89.6,2.7,0.5,0.5,0,3645,6.3,0,43.2,17.4,21.5,9.5,8.5,74.4,12.7,8.4,1.2,0,3.3,29.5,2423,87.9,9.2,2.9,0,8.4,34490
6224,2723,3501,17.5,68.6,10.9,0,1.2,0,4548,12.2,2.2,43.2,16.7,24.2,9.1,6.8,73.3,14.7,0.4,0,1.9,9.6,21.9,3278,84.4,10.3,4.9,0.4,8.3,41648
2535,1303,1232,1.4,96.1,0,0.9,0.5,0,1864,9.9,11.9,40.3,14.8,24.3,14,6.5,69.3,17.6,0.2,2.1,0.6,10.2,23.9,1321,75.5,13.4,11.1,0,1.3,37049
3497,1590,1907,11.7,83.3,2.3,0,0,0,2670,10.1,12.5,40.7,21.9,22,9.2,6.3,82.4,11.2,2.1,0.6,2,1.8,23,1210,64.4,16,19.6,0,6.1,31945
2953,1242,1711,98.8,0.4,0.7,0,0,0,2422,28.2,29.1,19.2,26.2,50.3,0,4.3,85.7,8.9,0.8,0,1.6,3,32.7,988,77.6,16.6,5.8,0,16.9,11367
5108,2148,2960,3.8,15,80.5,0,0.5,0,3788,25.1,29.9,28,16.3,32.1,6.6,17,81.8,0.6,10.7,2.8,2.1,2,32.7,1940,77.3,21.1,1.6,0,24.7,21293
2632,1315,1317,2.2,95.2,1.7,0.3,0.4,0,2053,3.1,3.5,49.7,13.1,24.7,5,7.5,87,5,0,1.1,0,6.8,30.6,1324,83,11.6,4.5,0.9,4.9,47350
4090,1958,2132,1.6,57.6,38.8,1.6,0,0,3134,21.1,38.5,25.1,18.9,19.1,8.1,28.9,85.5,9.4,0,0.6,0.9,3.6,26.5,1644,77.7,15.7,5.2,1.4,5,21520
4759,2402,2357,1.3,93.7,3.9,0.1,0.6,0,3666,17.9,25.8,23.5,12.6,20.5,23.8,19.6,91.6,6,0,1.2,0.6,0.6,25.4,1992,78.2,17.1,4.7,0,6.7,24419
1031,521,510,25.8,67.5,6.7,0,0,0,814,11.3,23.5,33.2,24,28.8,6.9,7.1,43.1,10.7,35.7,2.6,3.5,4.4,39.3,437,67.5,22.4,7.1,3,6.2,41782
3094,1499,1595,10,70.5,6.6,0,10.4,0,2314,1.6,2.2,65.9,7.2,20,2.2,4.8,82.7,4.6,1.6,0,1.1,10,24.2,1621,83.7,8.9,7.4,0,3.2,42612
2902,1368,1534,52.2,37.1,3.7,0.2,3.6,0,1904,54.2,85.1,17,26.2,17.6,19.8,19.3,78.1,1,5.2,3.6,9,3.1,19.8,874,80.3,14,5.7,0,17.1,16592
3822,1787,2035,1.3,93.2,3.4,0,1.2,0,3335,5.2,6,38.6,16.5,27,7.9,10.1,87.4,6.7,0.9,1.1,0,3.9,24.8,1820,81,15.7,3.4,0,4.2,29941
4373,2018,2355,4.8,92.4,1.5,0,1.1,0,4190,5.7,8.7,19.2,39.3,28.1,1.1,12.2,98.9,0,0,0,1.1,0,28,1510,84.4,7.1,8.5,0,7.8,31957
20322,10213,10109,16.5,60,9.9,0,7.4,0,13173,2.6,1.1,52.4,12.6,22.2,3.3,9.4,81.7,8.8,0,2.3,1.9,5.2,28.8,10759,80.3,13.2,6.6,0,3.6,37625
4214,2198,2016,8,71.2,17.3,0,2.3,0,3114,24.3,10.9,46.6,19.1,21.2,5.1,8,81.9,12.1,0.7,0.8,2,2.5,20.7,1996,71.4,22.7,5.9,0,8.5,30473
3241,1578,1663,3.7,94.3,0.9,0.6,0.3,0,2260,19.7,16.3,24.1,22.6,24.3,9.9,19.1,80.9,1.9,0.7,0,12.9,3.6,21.5,1170,77.4,15.3,7.3,0,9.7,19246
3560,1870,1690,39.4,51.2,2,0.5,3.4,0.5,2128,20.3,26.5,17.7,26.1,12.3,6,37.9,71.4,21,0.6,3.1,2.5,1.3,16.4,1590,85.7,5.7,8.6,0,4.4,18836
7822,3731,4091,9.2,87.2,0.2,2.3,0.6,0,5827,16.6,21.7,29.1,21.2,19.2,11.7,18.9,73.6,13.2,2,1.8,3.1,6.3,18.8,3440,80.1,15,4.9,0,8.7,20879
3577,1541,2036,98.5,0.4,0,0,0,0,2944,28.4,40.6,42.9,8.8,36.8,6.8,4.7,83.7,9.1,5,0.1,0,2.1,35.5,1435,68.9,21.8,9.3,0,9.3,17195
1594,696,898,1.9,92.6,2.6,0,0,0,1188,16.5,27.8,26.3,22.4,30.9,5,15.3,75,10,0,5.7,2,7.2,14.8,718,85.5,9.5,5,0,5.3,23577
2941,1259,1682,2.2,77.4,0,0,16.5,0,2139,3.6,4.9,60.5,8,23.3,3.4,4.9,77.1,8.4,6.6,0,0.5,7.4,34.7,1617,88.1,3.3,8.3,0.4,1.9,67335
2999,1424,1575,0.3,95.2,1,0.1,1.4,0,2412,8.8,25.4,55.9,13.5,21.3,3.7,5.6,78.2,6.4,4,4.4,1.5,5.5,20.3,1448,84.9,12.6,2.5,0,0,43249
6163,3201,2962,20.8,49.9,3.7,2.9,17.5,0,3627,17,24.5,27.6,27.8,20.7,6,17.8,66.1,13.2,9.9,1,3,6.8,34.6,3174,83.4,11.7,4.9,0,6.1,20286
7063,3362,3701,0.8,49.8,49.3,0.2,0,0,5278,13.9,23.1,34.6,14,30.3,12.6,8.6,87.8,10,0.1,0.6,0.5,1,25.5,3554,78.1,14.6,7.3,0,5.7,35972
4715,2345,2370,1.4,33.9,58.2,0,0.4,0,3108,6.1,7.4,41.8,20.4,26.3,3,8.5,90.7,3,2.8,0,0,3.5,28.1,2194,86.6,11.3,2.1,0,7.9,26498
6206,3005,3201,3.9,87,4.1,0,2.9,0,5011,24.4,15.4,31.7,26.5,24.6,6,11.1,64.3,4.7,0.4,22.6,1.9,6.2,18.5,3135,85.6,13,1.5,0,6.2,19483
3819,1939,1880,7.7,47.3,38.1,0,4.9,0,2856,7.7,10.3,49,14.5,21.5,8.1,7,77.2,9.3,8.3,0,1.9,3.3,33.8,1909,62.5,32.9,3.9,0.6,4.4,50085
6908,3378,3530,17.8,16.2,49.4,0,7.8,0.2,3552,31.3,50.9,23.4,19.9,25,12.3,19.5,80.7,10.5,7.1,1.3,0.4,0,30,3202,91.3,4.6,4.1,0,8.9,19523
8001,5005,2996,19.8,51.3,28,0.7,0.2,0,4680,27.3,34.6,23.9,14.5,24.3,25.5,11.9,80.3,11.2,0,0,0,8.5,28.6,1770,79.5,9.6,10,0.8,18.9,14316
4694,2387,2307,3.6,91.6,3.3,0,0.4,0,3852,18.9,27.5,19.5,10,24.6,16.2,29.7,77.2,12.9,0,0.8,3,6,26.2,2112,74.2,12.5,13.3,0,7.5,17520
7616,3627,3989,3.9,94.4,0.4,0.4,0,0,5938,7.8,7.7,47.9,12.5,20.9,9.5,9.3,93.3,3.1,0,0,0,3.6,22.5,3335,86,6.3,7.3,0.3,2.1,39025
4472,2414,2058,16.8,59.2,13.3,0,6,0,3143,2.9,4.8,55.6,14.5,22.6,2.5,4.7,71.5,10.6,6.8,3.4,0.9,6.8,37.4,2205,69.9,28.5,1.5,0,4,48990
4235,2023,2212,50.6,46.6,0.2,0,0,0.4,2656,34.1,46,12.5,17.1,30,21.7,18.6,72.6,19.8,0,0,1.8,5.8,20.2,1546,87.6,4.7,7.7,0,15.2,10811
4194,2029,2165,5.3,79.5,1.5,0.3,7.3,0.7,3457,5.5,0,66.6,11.2,20,1,1.2,48.9,6.2,27.5,6.3,5.3,5.8,28.6,2902,71.8,18.5,9.1,0.7,3.5,50932
4993,2145,2848,7.8,66.5,6.8,0.1,14,0,3788,15.6,26.3,36.8,21.5,22.8,3,15.8,75.4,12.3,3.2,3.3,1.7,4.1,31.4,2420,85.8,12.3,1.9,0,10.5,27563
5441,2396,3045,13.2,29.7,33.9,0.2,19,0,3430,9.7,15.7,50.3,18.8,23.7,2,5.2,63,12,16.2,1.6,1,6.2,41.4,3160,74.6,17.9,7.5,0,4.3,42799
7602,3851,3751,12.4,72.3,6.7,0.3,5,0,4623,7,7.3,46.4,13.8,28.6,4.6,6.7,77.2,10.8,0,1.1,0.5,10.3,32.4,3963,82.1,13,4.9,0,2.8,29197
2077,1022,1055,9.2,53.1,33.8,0.1,0,0,1297,37.4,50.7,18,26.5,31.5,9.7,14.3,69.7,12.5,10.8,2.2,3.5,1.3,17.7,743,94.2,3.9,1.9,0,25.3,14066
5782,3251,2531,20.4,57.7,9.1,0,10.6,0.3,3470,18.8,17.9,24,22.7,26.8,12,14.6,78.4,13.6,5.2,1.7,0.3,0.8,20.5,2512,87.2,6.9,5.9,0,19.1,17742
6165,3012,3153,68.5,3.6,16.2,0,10.5,0,1364,43.1,46.6,4.3,24.7,20.4,26.3,24.4,60.6,23.5,8.3,4.1,1.8,1.6,26.1,2299,86.5,1.7,11.7,0,8.7,9294
3110,1491,1619,1.8,97.1,0,0.1,0.8,0,2380,9,15.8,29.2,18.1,20.1,9.7,22.8,86.9,6.4,0,0.6,2.8,3.2,22,1445,74.9,12.7,11.6,0.7,4.6,28152
2868,1430,1438,8.8,74.9,2.9,0,10.1,0,2179,1.1,0.9,67.9,7.5,20,3.2,1.4,74.6,11.4,5.4,0.3,0,8.4,35.2,1441,72.8,21.3,5.9,0,2.6,88722
1441,679,762,51.1,46.6,1,0,0.6,0.5,1011,14.8,22,33.9,14.2,20.5,20.3,11.1,88.1,2,0.7,1,0,8.2,22.1,649,69.3,22.7,8,0,6.3,24430
